,チーム,打　率,試　合,打　席,打　数,得　点,安　打,二塁打,三塁打,本塁打,塁　打,打　点,盗　塁,盗塁刺,犠　打,犠　飛,四　球,故意四,死　球,三　振,併殺打,長打率,出塁率
0,日本ハム,0.278,144,5625,4920,689,1370,290,27,112,2050,656,105,33,168,33,444,30,60,985,93,0.41700000000000004,0.34299999999999997
1,オリックス,0.27399999999999997,144,5535,4915,585,1348,257,12,118,1983,559,67,44,117,35,405,16,63,953,112,0.40299999999999997,0.335
2,楽 天,0.267,144,5519,4846,598,1295,233,21,108,1894,568,103,41,121,34,460,20,57,906,130,0.391,0.336
3,ソフトバンク,0.263,144,5477,4811,600,1263,239,30,129,1949,581,126,48,137,37,430,20,62,992,94,0.405,0.32899999999999996
4,西 武,0.261,144,5555,4933,664,1287,256,25,163,2082,640,115,44,93,25,435,15,69,1116,102,0.42200000000000004,0.32799999999999996
5,ロッテ,0.256,144,5591,4885,620,1249,245,26,135,1951,600,64,50,78,42,524,15,62,1093,98,0.39899999999999997,0.33299999999999996
