,チーム,打　率,試　合,打　席,打　数,得　点,安　打,二塁打,三塁打,本塁打,塁　打,打　点,盗　塁,盗塁刺,犠　打,犠　飛,四　球,故意四,死　球,三　振,併殺打,長打率,出塁率
0,ソフトバンク,0.267,143,5559,4852,651,1294,217,22,141,1978,619,94,48,109,40,507,14,51,950,110,0.408,0.34
1,西 武,0.263,143,5497,4818,631,1265,243,21,136,1958,602,66,44,104,30,480,11,64,1194,84,0.406,0.335
2,日本ハム,0.258,143,5469,4802,615,1238,205,27,106,1815,578,134,38,104,30,487,10,46,1031,90,0.37799999999999995,0.33
3,ロッテ,0.257,143,5362,4767,561,1227,203,34,85,1753,531,71,30,109,32,410,6,44,858,95,0.368,0.32
4,オリックス,0.249,143,5380,4725,519,1175,184,16,94,1673,508,88,54,115,27,446,7,67,923,86,0.354,0.321
5,楽 天,0.24100000000000002,143,5423,4777,463,1150,180,16,85,1617,440,118,60,105,35,445,10,61,926,96,0.33799999999999997,0.311
